TAS7x00 Report File
Report Date Time:,2024/05/28 19:12:36 GMT +08:00
177,0.354,-0.0006026402
178,0.356,-0.0004805699
179,0.358,-0.0004805699
180,0.36,-0.0004805699
181,0.362,-0.0004805699
182,0.364,-0.0004805699
183,0.366,-0.0004805699
184,0.368,-0.0004805699
185,0.37,-0.0004805699
186,0.372,-0.0004805699
187,0.374,-0.0004805699
188,0.376,-0.0004805699
189,0.378,-0.0004805699
190,0.38,-0.0004805699
191,0.382,-0.0004805699
192,0.384,-0.0004805699
193,0.386,-0.0004805699
194,0.388,-0.0004805699
195,0.39,-0.0004805699
196,0.392,-0.0004805699
197,0.394,-0.0004805699
198,0.396,-0.0004805699
199,0.398,-0.0004805699
200,0.4,-0.0004805699
201,0.402,-0.0004805699
202,0.404,-0.0004805699
203,0.406,-0.0004805699
204,0.408,-0.0004805699
205,0.41,-0.0004805699
206,0.412,-0.0004805699
207,0.414,-0.0004805699
208,0.416,-0.0004805699
209,0.418,-0.0006026402
210,0.42,-0.0006026402
211,0.422,-0.0006026402
212,0.424,-0.0006026402
213,0.426,-0.0006026402
214,0.428,-0.0006026402
215,0.43,-0.0006026402
216,0.432,-0.0007247105
217,0.434,-0.0007247105
218,0.436,-0.0007247105
219,0.438,-0.0007247105
220,0.44,-0.0007247105
221,0.442,-0.0007247105
222,0.444,-0.0007247105
223,0.446,-0.0007247105
224,0.448,-0.0007247105
225,0.45,-0.0007247105
226,0.452,-0.0008467808
227,0.454,-0.0008467808
228,0.456,-0.0008467808
229,0.458,-0.0008467808
230,0.46,-0.0008467808
231,0.462,-0.0008467808
232,0.464,-0.0008467808
233,0.466,-0.0008467808
234,0.468,-0.0008467808
235,0.47,-0.0007247105
236,0.472,-0.0007247105
237,0.474,-0.0007247105
238,0.476,-0.0007247105
239,0.478,-0.0007247105
240,0.48,-0.0007247105
241,0.482,-0.0007247105
242,0.484,-0.0007247105
243,0.486,-0.0007247105
244,0.488,-0.0007247105
245,0.49,-0.0007247105
246,0.492,-0.0007247105
247,0.494,-0.0007247105
248,0.496,-0.0007247105
249,0.498,-0.0007247105
250,0.5,-0.0007247105
251,0.502,-0.0007247105
252,0.504,-0.0007247105
253,0.506,-0.0007247105
254,0.508,-0.0007247105
255,0.51,-0.0007247105
256,0.512,-0.0007247105
257,0.514,-0.0007247105
258,0.516,-0.0007247105
259,0.518,-0.0007247105
260,0.52,-0.0007247105
261,0.522,-0.0007247105
262,0.524,-0.0007247105
263,0.526,-0.0007247105
264,0.528,-0.0007247105
265,0.53,-0.0007247105
266,0.532,-0.0007247105
267,0.534,-0.0007247105
268,0.536,-0.0007247105
269,0.538,-0.0006026402
270,0.54,-0.0006026402
271,0.542,-0.0006026402
272,0.544,-0.0006026402
273,0.546,-0.0006026402
274,0.548,-0.0006026402
275,0.55,-0.0006026402
276,0.552,-0.0006026402
277,0.554,-0.0006026402
278,0.556,-0.0006026402
279,0.558,-0.0007247105
280,0.56,-0.0007247105
281,0.562,-0.0007247105
282,0.564,-0.0007247105
283,0.566,-0.0006026402
284,0.568,-0.0007247105
285,0.57,-0.0007247105
286,0.572,-0.0007247105
287,0.574,-0.0007247105
288,0.576,-0.0007247105
289,0.578,-0.0007247105
290,0.58,-0.0007247105
291,0.582,-0.0007247105
292,0.584,-0.0006026402
293,0.586,-0.0007247105
294,0.588,-0.0007247105
295,0.59,-0.0007247105
296,0.592,-0.0007247105
297,0.594,-0.0007247105
298,0.596,-0.0007247105
299,0.598,-0.0007247105
300,0.6,-0.0007247105
301,0.602,-0.0007247105
302,0.604,-0.0007247105
303,0.606,-0.0007247105
304,0.608,-0.0006026402
305,0.61,-0.0006026402
306,0.612,-0.0006026402
307,0.614,-0.0006026402
308,0.616,-0.0006026402
309,0.618,-0.0006026402
310,0.62,-0.0006026402
311,0.622,-0.0006026402
312,0.624,-0.0006026402
313,0.626,-0.0006026402
314,0.628,-0.0006026402
315,0.63,-0.0006026402
316,0.632,-0.0006026402
317,0.634,-0.0004805699
318,0.636,-0.0004805699
319,0.638,-0.0004805699
320,0.64,-0.0004805699
321,0.642,-0.0004805699
322,0.644,-0.0004805699
323,0.646,-0.0004805699
324,0.648,-0.0004805699
325,0.65,-0.0004805699
326,0.652,-0.0004805699
327,0.654,-0.0003584996
328,0.656,-0.0004805699
329,0.658,-0.0004805699
330,0.66,-0.0004805699
331,0.662,-0.0004805699
332,0.664,-0.0004805699
333,0.666,-0.0004805699
334,0.668,-0.0004805699
335,0.67,-0.0004805699
336,0.672,-0.0004805699
337,0.674,-0.0004805699
338,0.676,-0.0006026402
339,0.678,-0.0004805699
340,0.68,-0.0004805699
341,0.682,-0.0006026402
342,0.684,-0.0006026402
343,0.686,-0.0006026402
344,0.688,-0.0006026402
345,0.69,-0.0006026402
346,0.692,-0.0006026402
347,0.694,-0.0006026402
348,0.696,-0.0007247105
349,0.698,-0.0007247105
350,0.7,-0.0007247105
351,0.702,-0.0007247105
352,0.704,-0.0007247105
353,0.706,-0.0007247105
354,0.708,-0.0007247105
355,0.71,-0.0007247105
356,0.712,-0.0007247105
357,0.714,-0.0007247105
358,0.716,-0.0007247105
359,0.718,-0.0007247105
360,0.72,-0.0007247105
361,0.722,-0.0007247105
362,0.724,-0.0007247105
363,0.726,-0.0007247105
364,0.728,-0.0007247105
365,0.73,-0.0007247105
366,0.732,-0.0007247105
367,0.734,-0.0007247105
368,0.736,-0.0007247105
369,0.738,-0.0006026402
370,0.74,-0.0006026402
371,0.742,-0.0006026402
372,0.744,-0.0006026402
373,0.746,-0.0006026402
374,0.748,-0.0006026402
375,0.75,-0.0006026402
376,0.752,-0.0006026402
377,0.754,-0.0006026402
378,0.756,-0.0004805699
379,0.758,-0.0004805699
380,0.76,-0.0004805699
381,0.762,-0.0004805699
382,0.764,-0.0004805699
383,0.766,-0.0004805699
384,0.768,-0.0004805699
385,0.77,-0.0004805699
386,0.772,-0.0004805699
387,0.774,-0.0004805699
388,0.776,-0.0004805699
389,0.778,-0.0004805699
390,0.78,-0.0004805699
391,0.782,-0.0004805699
392,0.784,-0.0004805699
393,0.786,-0.0004805699
394,0.788,-0.0004805699
395,0.79,-0.0004805699
396,0.792,-0.0003584996
397,0.794,-0.0003584996
398,0.796,-0.0003584996
399,0.798,-0.0003584996
400,0.8,-0.0003584996
401,0.802,-0.0003584996
402,0.804,-0.0003584996
403,0.806,-0.0003584996
404,0.808,-0.0003584996
405,0.81,-0.0003584996
406,0.812,-0.0003584996
407,0.814,-0.0003584996
408,0.816,-0.0003584996
409,0.818,-0.0003584996
410,0.82,-0.0003584996
411,0.822,-0.0003584996
412,0.824,-0.0003584996
413,0.826,-0.0003584996
414,0.828,-0.0003584996
415,0.83,-0.0003584996
416,0.832,-0.0003584996
417,0.834,-0.0003584996
418,0.836,-0.0003584996
419,0.838,-0.0003584996
420,0.84,-0.0003584996
421,0.842,-0.0003584996
422,0.844,-0.0003584996
423,0.846,-0.0003584996
424,0.848,-0.0003584996
425,0.85,-0.0003584996
426,0.852,-0.0003584996
427,0.854,-0.0003584996
428,0.856,-0.0003584996
429,0.858,-0.0004805699
430,0.86,-0.0004805699
431,0.862,-0.0004805699
432,0.864,-0.0004805699
433,0.866,-0.0003584996
434,0.868,-0.0003584996
435,0.87,-0.0003584996
436,0.872,-0.0003584996
437,0.874,-0.0004805699
438,0.876,-0.0004805699
439,0.878,-0.0003584996
440,0.88,-0.0004805699
441,0.882,-0.0004805699
442,0.884,-0.0004805699
443,0.886,-0.0004805699
444,0.888,-0.0003584996
445,0.89,-0.0004805699
446,0.892,-0.0004805699
447,0.894,-0.0004805699
448,0.896,-0.0004805699
449,0.898,-0.0003584996
450,0.9,-0.0004805699
451,0.902,-0.0004805699
452,0.904,-0.0004805699
453,0.906,-0.0004805699
454,0.908,-0.0003584996
455,0.91,-0.0003584996
456,0.912,-0.0003584996
457,0.914,-0.0003584996
458,0.916,-0.0003584996
459,0.918,-0.0003584996
460,0.92,-0.0003584996
461,0.922,-0.0003584996
462,0.924,-0.0003584996
463,0.926,-0.0003584996
464,0.928,-0.0003584996
465,0.93,-0.0003584996
466,0.932,-0.0003584996
467,0.934,-0.0003584996
468,0.936,-0.0003584996
469,0.938,-0.0003584996
470,0.94,-0.0003584996
471,0.942,-0.0003584996
472,0.944,-0.0003584996
473,0.946,-0.0003584996
474,0.948,-0.0003584996
475,0.95,-0.0003584996
476,0.952,-0.0003584996
477,0.954,-0.0003584996
478,0.956,-0.0002364293
479,0.958,-0.0003584996
480,0.96,-0.0003584996
481,0.962,-0.0003584996
482,0.964,-0.0003584996
483,0.966,-0.0003584996
484,0.968,-0.0003584996
485,0.97,-0.0003584996
486,0.972,-0.0003584996
487,0.974,-0.0003584996
488,0.976,-0.0003584996
489,0.978,-0.0003584996
490,0.98,-0.0003584996
491,0.982,-0.0003584996
492,0.984,-0.0003584996
493,0.986,-0.0003584996
494,0.988,-0.0003584996
495,0.99,-0.0003584996
496,0.992,-0.0003584996
497,0.994,-0.0003584996
498,0.996,-0.0003584996
499,0.998,-0.0003584996
500,1,-0.0003584996
501,1.002,-0.0003584996
502,1.004,-0.0004805699
503,1.006,-0.0004805699
504,1.008,-0.0003584996
505,1.01,-0.0004805699
506,1.012,-0.0004805699
507,1.014,-0.0004805699
508,1.016,-0.0004805699
509,1.018,-0.0004805699
510,1.02,-0.0004805699
511,1.022,-0.0004805699
512,1.024,-0.0004805699
513,1.026,-0.0004805699
514,1.028,-0.0004805699
515,1.03,-0.0004805699
516,1.032,-0.0004805699
517,1.034,-0.0004805699
518,1.036,-0.0004805699
519,1.038,-0.0004805699
520,1.04,-0.0004805699
521,1.042,-0.0004805699
522,1.044,-0.0004805699
523,1.046,-0.0004805699
524,1.048,-0.0004805699
525,1.05,-0.0004805699
526,1.052,-0.0006026402
527,1.054,-0.0006026402
528,1.056,-0.0006026402
529,1.058,-0.0006026402
530,1.06,-0.0006026402
531,1.062,-0.0006026402
532,1.064,-0.0006026402
533,1.066,-0.0006026402
534,1.068,-0.0006026402
535,1.07,-0.0006026402
536,1.072,-0.0006026402
537,1.074,-0.0006026402
538,1.076,-0.0006026402
539,1.078,-0.0006026402
540,1.08,-0.0006026402
541,1.082,-0.0006026402
542,1.084,-0.0006026402
543,1.086,-0.0006026402
544,1.088,-0.0006026402
545,1.09,-0.0006026402
546,1.092,-0.0006026402
547,1.094,-0.0006026402
548,1.096,-0.0006026402
549,1.098,-0.0006026402
550,1.1,-0.0006026402
551,1.102,-0.0006026402
552,1.104,-0.0006026402
553,1.106,-0.0006026402
554,1.108,-0.0006026402
555,1.11,-0.0006026402
556,1.112,-0.0006026402
557,1.114,-0.0006026402
558,1.116,-0.0006026402
559,1.118,-0.0006026402
560,1.12,-0.0006026402
561,1.122,-0.0006026402
562,1.124,-0.0006026402
563,1.126,-0.0006026402
564,1.128,-0.0006026402
565,1.13,-0.0006026402
566,1.132,-0.0006026402
567,1.134,-0.0006026402
568,1.136,-0.0006026402
569,1.138,-0.0006026402
570,1.14,-0.0006026402
571,1.142,-0.0006026402
572,1.144,-0.0006026402
573,1.146,-0.0006026402
574,1.148,-0.0006026402
575,1.15,-0.0006026402
576,1.152,-0.0004805699
577,1.154,-0.0006026402
578,1.156,-0.0006026402
579,1.158,-0.0004805699
580,1.16,-0.0004805699
581,1.162,-0.0004805699
582,1.164,-0.0004805699
583,1.166,-0.0004805699
584,1.168,-0.0004805699
585,1.17,-0.0004805699
586,1.172,-0.0004805699
587,1.174,-0.0004805699
588,1.176,-0.0004805699
589,1.178,-0.0004805699
590,1.18,-0.0004805699
591,1.182,-0.0004805699
592,1.184,-0.0004805699
593,1.186,-0.0004805699
594,1.188,-0.0004805699
595,1.19,-0.0004805699
596,1.192,-0.0004805699
597,1.194,-0.0004805699
598,1.196,-0.0003584996
599,1.198,-0.0003584996
600,1.2,-0.0003584996
601,1.202,-0.0003584996
602,1.204,-0.0003584996
603,1.206,-0.0003584996
604,1.208,-0.0003584996
605,1.21,-0.0003584996
606,1.212,-0.0003584996
607,1.214,-0.0003584996
608,1.216,-0.0002364293
609,1.218,-0.0002364293
610,1.22,-0.0002364293
611,1.222,-0.0002364293
612,1.224,-0.0002364293
613,1.226,-0.000114359
614,1.228,-0.0002364293
615,1.23,-0.000114359
616,1.232,-0.000114359
617,1.234,-0.000114359
618,1.236,-0.000114359
619,1.238,-0.000114359
620,1.24,-0.000114359
621,1.242,-0.000114359
622,1.244,-0.000114359
623,1.246,-0.000114359
624,1.248,-0.000114359
625,1.25,-0.000114359
626,1.252,-0.000114359
627,1.254,-0.000114359
628,1.256,-0.000114359
629,1.258,-0.000114359
630,1.26,-0.000114359
631,1.262,-0.000114359
632,1.264,-0.000114359
633,1.266,-0.000114359
634,1.268,-0.000114359
635,1.27,-0.000114359
636,1.272,-0.000114359
637,1.274,-0.000114359
638,1.276,-0.000114359
639,1.278,-0.000114359
640,1.28,-0.000114359
641,1.282,-0.000114359
642,1.284,-0.0002364293
643,1.286,-0.0002364293
644,1.288,-0.0002364293
645,1.29,-0.0002364293
646,1.292,-0.0002364293
647,1.294,-0.0002364293
648,1.296,-0.0002364293
649,1.298,-0.0003584996
650,1.3,-0.0003584996
651,1.302,-0.0003584996
652,1.304,-0.0003584996
653,1.306,-0.0003584996
654,1.308,-0.0004805699
655,1.31,-0.0004805699
656,1.312,-0.0004805699
657,1.314,-0.0004805699
658,1.316,-0.0004805699
659,1.318,-0.0004805699
660,1.32,-0.0004805699
661,1.322,-0.0004805699
662,1.324,-0.0004805699
663,1.326,-0.0004805699
664,1.328,-0.0004805699
665,1.33,-0.0006026402
666,1.332,-0.0006026402
667,1.334,-0.0006026402
668,1.336,-0.0006026402
669,1.338,-0.0006026402
670,1.34,-0.0006026402
671,1.342,-0.0006026402
672,1.344,-0.0006026402
673,1.346,-0.0006026402
674,1.348,-0.0006026402
675,1.35,-0.0006026402
676,1.352,-0.0006026402
677,1.354,-0.0006026402
678,1.356,-0.0007247105
679,1.358,-0.0007247105
680,1.36,-0.0007247105
681,1.362,-0.0007247105
682,1.364,-0.0007247105
683,1.366,-0.0007247105
684,1.368,-0.0007247105
685,1.37,-0.0007247105
686,1.372,-0.0007247105
687,1.374,-0.0007247105
688,1.376,-0.0007247105
689,1.378,-0.0007247105
690,1.38,-0.0007247105
691,1.382,-0.0007247105
692,1.384,-0.0007247105
693,1.386,-0.0007247105
694,1.388,-0.0007247105
695,1.39,-0.0007247105
696,1.392,-0.0007247105
697,1.394,-0.0007247105
698,1.396,-0.0007247105
699,1.398,-0.0007247105
700,1.4,-0.0007247105
701,1.402,-0.0007247105
702,1.404,-0.0007247105
703,1.406,-0.0007247105
704,1.408,-0.0007247105
705,1.41,-0.0007247105
706,1.412,-0.0007247105
707,1.414,-0.0006026402
708,1.416,-0.0007247105
709,1.418,-0.0006026402
710,1.42,-0.0006026402
711,1.422,-0.0006026402
712,1.424,-0.0006026402
713,1.426,-0.0006026402
714,1.428,-0.0006026402
715,1.43,-0.0006026402
716,1.432,-0.0006026402
717,1.434,-0.0006026402
718,1.436,-0.0006026402
719,1.438,-0.0006026402
720,1.44,-0.0006026402
721,1.442,-0.0006026402
722,1.444,-0.0006026402
723,1.446,-0.0006026402
724,1.448,-0.0006026402
725,1.45,-0.0006026402
726,1.452,-0.0006026402
727,1.454,-0.0006026402
728,1.456,-0.0006026402
729,1.458,-0.0006026402
730,1.46,-0.0006026402
731,1.462,-0.0006026402
732,1.464,-0.0006026402
733,1.466,-0.0006026402
734,1.468,-0.0006026402
735,1.47,-0.0006026402
736,1.472,-0.0004805699
737,1.474,-0.0006026402
738,1.476,-0.0006026402
739,1.478,-0.0006026402
740,1.48,-0.0004805699
741,1.482,-0.0004805699
742,1.484,-0.0006026402
743,1.486,-0.0006026402
744,1.488,-0.0004805699
745,1.49,-0.0004805699
746,1.492,-0.0004805699
747,1.494,-0.0004805699
748,1.496,-0.0004805699
749,1.498,-0.0004805699
750,1.5,-0.0004805699
751,1.502,-0.0004805699
752,1.504,-0.0004805699
753,1.506,-0.0004805699
754,1.508,-0.0004805699
755,1.51,-0.0004805699
756,1.512,-0.0004805699
757,1.514,-0.0004805699
758,1.516,-0.0004805699
759,1.518,-0.0003584996
760,1.52,-0.0004805699
761,1.522,-0.0004805699
762,1.524,-0.0004805699
763,1.526,-0.0004805699
764,1.528,-0.0003584996
765,1.53,-0.0003584996
766,1.532,-0.0004805699
767,1.534,-0.0004805699
768,1.536,-0.0004805699
769,1.538,-0.0004805699
770,1.54,-0.0004805699
771,1.542,-0.0004805699
772,1.544,-0.0004805699
773,1.546,-0.0004805699
774,1.548,-0.0004805699
775,1.55,-0.0004805699
776,1.552,-0.0004805699
777,1.554,-0.0004805699
778,1.556,-0.0004805699
779,1.558,-0.0004805699
780,1.56,-0.0004805699
781,1.562,-0.0004805699
782,1.564,-0.0004805699
783,1.566,-0.0004805699
784,1.568,-0.0006026402
785,1.57,-0.0006026402
786,1.572,-0.0006026402
787,1.574,-0.0006026402
788,1.576,-0.0006026402
789,1.578,-0.0006026402
790,1.58,-0.0006026402
791,1.582,-0.0006026402
792,1.584,-0.0006026402
793,1.586,-0.0006026402
794,1.588,-0.0006026402
795,1.59,-0.0006026402
796,1.592,-0.0006026402
797,1.594,-0.0006026402
798,1.596,-0.0006026402
799,1.598,-0.0007247105
800,1.6,-0.0007247105
801,1.602,-0.0006026402
802,1.604,-0.0006026402
803,1.606,-0.0007247105
804,1.608,-0.0007247105
805,1.61,-0.0007247105
806,1.612,-0.0007247105
807,1.614,-0.0007247105
808,1.616,-0.0007247105
809,1.618,-0.0007247105
810,1.62,-0.0007247105
811,1.622,-0.0007247105
812,1.624,-0.0007247105
813,1.626,-0.0007247105
814,1.628,-0.0007247105
815,1.63,-0.0007247105
816,1.632,-0.0007247105
817,1.634,-0.0007247105
818,1.636,-0.0007247105
819,1.638,-0.0007247105
820,1.64,-0.0007247105
821,1.642,-0.0007247105
822,1.644,-0.0006026402
823,1.646,-0.0006026402
824,1.648,-0.0006026402
825,1.65,-0.0006026402
826,1.652,-0.0006026402
827,1.654,-0.0006026402
828,1.656,-0.0006026402
829,1.658,-0.0006026402
830,1.66,-0.0006026402
831,1.662,-0.0006026402
832,1.664,-0.0006026402
833,1.666,-0.0006026402
834,1.668,-0.0006026402
835,1.67,-0.0006026402
836,1.672,-0.0006026402
837,1.674,-0.0006026402
838,1.676,-0.0006026402
839,1.678,-0.0006026402
840,1.68,-0.0004805699
841,1.682,-0.0004805699
842,1.684,-0.0004805699
843,1.686,-0.0004805699
844,1.688,-0.0004805699
845,1.69,-0.0004805699
846,1.692,-0.0004805699
847,1.694,-0.0004805699
848,1.696,-0.0004805699
849,1.698,-0.0004805699
850,1.7,-0.0004805699
851,1.702,-0.0004805699
852,1.704,-0.0004805699
853,1.706,-0.0004805699
854,1.708,-0.0004805699
855,1.71,-0.0004805699
856,1.712,-0.0004805699
857,1.714,-0.0004805699
858,1.716,-0.0004805699
859,1.718,-0.0004805699
860,1.72,-0.0004805699
861,1.722,-0.0004805699
862,1.724,-0.0004805699
863,1.726,-0.0004805699
864,1.728,-0.0004805699
865,1.73,-0.0003584996
866,1.732,-0.0004805699
867,1.734,-0.0004805699
868,1.736,-0.0004805699
869,1.738,-0.0004805699
870,1.74,-0.0003584996
871,1.742,-0.0004805699
872,1.744,-0.0004805699
873,1.746,-0.0003584996
874,1.748,-0.0004805699
875,1.75,-0.0004805699
876,1.752,-0.0004805699
877,1.754,-0.0004805699
878,1.756,-0.0004805699
879,1.758,-0.0003584996
880,1.76,-0.0003584996
881,1.762,-0.0004805699
882,1.764,-0.0004805699
883,1.766,-0.0004805699
884,1.768,-0.0004805699
885,1.77,-0.0004805699
886,1.772,-0.0004805699
887,1.774,-0.0004805699
888,1.776,-0.0004805699
889,1.778,-0.0004805699
890,1.78,-0.0004805699
891,1.782,-0.0004805699
892,1.784,-0.0004805699
893,1.786,-0.0004805699
894,1.788,-0.0004805699
895,1.79,-0.0004805699
896,1.792,-0.0004805699
897,1.794,-0.0006026402
898,1.796,-0.0006026402
